 9_5_2018 9:44:3,-0.000587, 0.008818, 0.055259, 2250.823975, 4002.945313, -0.017309, -0.001649, 
 9_5_2018 9:44:3,-0.000587, 0.008058, 0.055259, 2250.823975, 4002.945313, -0.017309, -0.001649, 
 9_5_2018 9:44:3,-0.000587, 0.008058, 0.051912, 2250.823975, 4002.945313, -0.017309, -0.001649, 
 9_5_2018 9:44:3,-0.000587, 0.008058, 0.051912, 2250.823975, 4002.788330, -0.017309, -0.001649, 
 9_5_2018 9:44:3,-0.000587, 0.008058, 0.051912, 2250.823975, 4002.788330, -0.017333, -0.001649, 
 9_5_2018 9:44:3,-0.000587, 0.008058, 0.051912, 2250.823975, 4002.788330, -0.017333, -0.001653, 
 9_5_2018 9:44:4,-0.001704, 0.008058, 0.051912, 2250.823975, 4002.788330, -0.017333, -0.001653, 
 9_5_2018 9:44:4,-0.001704, 0.007354, 0.051912, 2250.823975, 4002.788330, -0.017333, -0.001653, 
 9_5_2018 9:44:4,-0.001704, 0.007354, 0.047748, 2250.823975, 4002.788330, -0.017333, -0.001653, 
 9_5_2018 9:44:4,-0.001704, 0.007354, 0.047748, 2250.811523, 4002.788330, -0.017333, -0.001653, 
 9_5_2018 9:44:4,-0.001704, 0.007354, 0.047748, 2250.811523, 4002.591064, -0.017333, -0.001653, 
 9_5_2018 9:44:4,-0.001704, 0.007354, 0.047748, 2250.811523, 4002.591064, -0.017364, -0.001653, 
 9_5_2018 9:44:4,-0.001704, 0.007354, 0.047748, 2250.811523, 4002.591064, -0.017364, -0.001653, 
 9_5_2018 9:44:28,-0.001375, 0.007354, 0.047748, 2250.811523, 4002.591064, -0.017364, -0.001653, 
 9_5_2018 9:44:28,-0.001375, 0.007254, 0.047748, 2250.811523, 4002.591064, -0.017364, -0.001653, 
 9_5_2018 9:44:28,-0.001375, 0.007254, 0.047423, 2250.811523, 4002.591064, -0.017364, -0.001653, 
 9_5_2018 9:44:28,-0.001375, 0.007254, 0.047423, 2250.811523, 4002.575195, -0.017364, -0.001653, 
 9_5_2018 9:44:28,-0.001375, 0.007254, 0.047423, 2250.811523, 4002.575195, -0.017366, -0.001653, 
 9_5_2018 9:44:28,-0.001375, 0.007254, 0.047423, 2250.811523, 4002.575195, -0.017366, -0.001626, 
 9_5_2018 9:44:29,-0.001216, 0.007254, 0.047423, 2250.811523, 4002.575195, -0.017366, -0.001626, 
 9_5_2018 9:44:29,-0.001216, 0.007306, 0.047423, 2250.811523, 4002.575195, -0.017366, -0.001626, 
 9_5_2018 9:44:29,-0.001216, 0.007306, 0.043184, 2250.811523, 4002.575195, -0.017366, -0.001626, 
 9_5_2018 9:44:29,-0.001216, 0.007306, 0.043184, 2250.798828, 4002.575195, -0.017366, -0.001626, 
 9_5_2018 9:44:29,-0.001216, 0.007306, 0.043184, 2250.798828, 4002.375488, -0.017366, -0.001626, 
 9_5_2018 9:44:29,-0.001216, 0.007306, 0.043184, 2250.798828, 4002.375488, -0.017404, -0.001626, 
 9_5_2018 9:44:29,-0.001216, 0.007306, 0.043184, 2250.798828, 4002.375488, -0.017404, -0.001627, 
 9_5_2018 9:44:30,-0.000652, 0.007306, 0.043184, 2250.798828, 4002.375488, -0.017404, -0.001627, 
 9_5_2018 9:44:30,-0.000652, 0.006240, 0.043184, 2250.798828, 4002.375488, -0.017404, -0.001627, 
 9_5_2018 9:44:30,-0.000652, 0.006240, 0.039329, 2250.798828, 4002.375488, -0.017404, -0.001627, 
 9_5_2018 9:44:30,-0.000652, 0.006240, 0.039329, 2250.786377, 4002.375488, -0.017404, -0.001627, 
 9_5_2018 9:44:30,-0.000652, 0.006240, 0.039329, 2250.786377, 4002.190918, -0.017404, -0.001627, 
 9_5_2018 9:44:30,-0.000652, 0.006240, 0.039329, 2250.786377, 4002.190918, -0.017438, -0.001627, 
 9_5_2018 9:44:30,-0.000652, 0.006240, 0.039329, 2250.786377, 4002.190918, -0.017438, -0.001628, 
 9_5_2018 9:44:31,-0.000842, 0.006240, 0.039329, 2250.786377, 4002.190918, -0.017438, -0.001628, 
 9_5_2018 9:44:31,-0.000842, 0.005805, 0.039329, 2250.786377, 4002.190918, -0.017438, -0.001628, 
 9_5_2018 9:44:31,-0.000842, 0.005805, 0.035746, 2250.786377, 4002.190918, -0.017438, -0.001628, 
 9_5_2018 9:44:31,-0.000842, 0.005805, 0.035746, 2250.773926, 4002.190918, -0.017438, -0.001628, 
 9_5_2018 9:44:31,-0.000842, 0.005805, 0.035746, 2250.773926, 4002.018311, -0.017438, -0.001628, 
 9_5_2018 9:44:31,-0.000842, 0.005805, 0.035746, 2250.773926, 4002.018311, -0.017470, -0.001628, 
 9_5_2018 9:44:31,-0.000842, 0.005805, 0.035746, 2250.773926, 4002.018311, -0.017470, -0.001617, 
 9_5_2018 9:44:32,-0.000295, 0.005805, 0.035746, 2250.773926, 4002.018311, -0.017470, -0.001617, 
 9_5_2018 9:44:32,-0.000295, 0.005074, 0.035746, 2250.773926, 4002.018311, -0.017470, -0.001617, 
 9_5_2018 9:44:32,-0.000295, 0.005074, 0.032448, 2250.773926, 4002.018311, -0.017470, -0.001617, 
 9_5_2018 9:44:32,-0.000295, 0.005074, 0.032448, 2250.761230, 4002.018311, -0.017470, -0.001617, 
 9_5_2018 9:44:32,-0.000295, 0.005074, 0.032448, 2250.761230, 4001.858643, -0.017470, -0.001617, 
 9_5_2018 9:44:32,-0.000295, 0.005074, 0.032448, 2250.761230, 4001.858643, -0.017499, -0.001617, 
 9_5_2018 9:44:32,-0.000295, 0.005074, 0.032448, 2250.761230, 4001.858643, -0.017499, -0.001628, 
 9_5_2018 9:44:33,-0.000746, 0.005074, 0.032448, 2250.761230, 4001.858643, -0.017499, -0.001628, 
 9_5_2018 9:44:33,-0.000746, 0.004724, 0.032448, 2250.761230, 4001.858643, -0.017499, -0.001628, 
 9_5_2018 9:44:33,-0.000746, 0.004724, 0.029409, 2250.761230, 4001.858643, -0.017499, -0.001628, 
 9_5_2018 9:44:33,-0.000746, 0.004724, 0.029409, 2250.748779, 4001.858643, -0.017499, -0.001628, 
 9_5_2018 9:44:33,-0.000746, 0.004724, 0.029409, 2250.748779, 4001.711182, -0.017499, -0.001628, 
 9_5_2018 9:44:33,-0.000746, 0.004724, 0.029409, 2250.748779, 4001.711182, -0.017528, -0.001628, 
 9_5_2018 9:44:33,-0.000746, 0.004724, 0.029409, 2250.748779, 4001.711182, -0.017528, -0.001609, 
 9_5_2018 9:44:34,-0.000062, 0.004724, 0.029409, 2250.748779, 4001.711182, -0.017528, -0.001609, 
 9_5_2018 9:44:34,-0.000062, 0.004185, 0.029409, 2250.748779, 4001.711182, -0.017528, -0.001609, 
 9_5_2018 9:44:34,-0.000062, 0.004185, 0.026508, 2250.748779, 4001.711182, -0.017528, -0.001609, 
 9_5_2018 9:44:34,-0.000062, 0.004185, 0.026508, 2250.736328, 4001.711182, -0.017528, -0.001609, 
